X,Y,CCN,REPORT_DAT,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID
401019,133378,23010508,2023/01/20 17:42:46+00,DAY,OTHERS,BURGLARY,1700 - 1899 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,401019,133378,8,8A,7,701,Cluster 34,007601 5,007601,Precinct 140,38.8682241247,-76.9882580019,ANACOSTIA,2023/01/20 13:27:00+00,,699594450,
396124,137829,23027883,2023/02/20 22:48:04+00,EVENING,OTHERS,THEFT F/AUTO,1307 - 1399 BLOCK OF NEW HAMPSHIRE AVENUE NW,396124,137829,2,2B,2,208,Cluster 6,010700 2,010700,Precinct 14,38.9083124548,-77.0446884847,GOLDEN TRIANGLE,2023/02/20 21:35:00+00,2023/02/20 22:18:00+00,699594455,
401508,137047,23027957,2023/02/21 00:29:24+00,EVENING,OTHERS,THEFT F/AUTO,812 - 899 BLOCK OF BLADENSBURG ROAD NE,401508,137047,5,5D,5,507,Cluster 23,008903 3,008903,Precinct 79,38.9012751773,-76.9826151743,,2023/02/19 02:00:00+00,2023/02/19 03:15:00+00,699594456,
393473,144062,23070546,2023/05/06 00:29:03+00,EVENING,OTHERS,THEFT/OTHER,5523 - 5599 BLOCK OF CONNECTICUT AVENUE NW,393473,144062,3,3/4G,2,201,Cluster 10,001100 1,001100,Precinct 32,38.9644454663,-77.0753125628,,2023/05/05 21:45:00+00,2023/05/05 21:54:00+00,699594460,
397979,140183,23034739,2023/03/05 10:14:14+00,MIDNIGHT,OTHERS,THEFT F/AUTO,3100 - 3199 BLOCK OF GEORGIA AVENUE NW,397979,140183,1,1E,4,409,Cluster 2,003100 1,003100,Precinct 38,38.9295242796,-77.0233081249,,2023/03/05 05:31:00+00,2023/03/05 06:14:00+00,699594461,
400042.850000001,137425.25,23113454,2023/07/14 00:49:03+00,EVENING,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF 5TH STREET NE,400042.85,137425.25,6,6C,5,501,Cluster 25,010602 4,010602,Precinct 83,38.9046838796,-76.9995059845,,2023/07/13 12:00:00+00,2023/07/14 00:49:00+00,699594462,
401198,132278,23063960,2023/04/25 08:18:06+00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,2300 - 2399 BLOCK OF HUNTER PLACE SE,401198,132278,8,8B,7,703,Cluster 37,007407 2,007407,Precinct 118,38.8583146417,-76.9861972907,,2023/04/25 03:07:00+00,,699594463,
396578,137120,23065180,2023/04/27 10:04:13+00,MIDNIGHT,KNIFE,ASSAULT W/DANGEROUS WEAPON,900 - 999 BLOCK OF 17TH STREET NW,396578,137120,2,2C,2,207,Cluster 6,010700 1,010700,Precinct 17,38.9019274199,-77.039450543,GOLDEN TRIANGLE,2023/04/27 08:49:00+00,,699594464,
397169.7293,140103.581900001,23140391,2023/08/26 07:53:28+00,MIDNIGHT,OTHERS,ASSAULT W/DANGEROUS WEAPON,IRVING STREET NW AND 14TH STREET NW,397169.72930733,140103.58191945,1,1A,3,302,Cluster 2,002802 1,002802,Precinct 39,38.9288066229,-77.0326410883,,2023/08/26 07:03:00+00,2023/08/26 07:45:00+00,699594472,
405417,137333,23053509,2023/04/06 22:34:46+00,EVENING,OTHERS,THEFT F/AUTO,1000 - 1099 BLOCK OF 45TH STREET NE,405417,137333,7,7C,6,602,Cluster 31,007806 2,007806,Precinct 93,38.9038361685,-76.9375484161,,2023/04/06 22:07:00+00,,699594490,
405565.628300004,135913.9452,23125669,2023/08/02 16:23:11+00,DAY,OTHERS,MOTOR VEHICLE THEFT,2 - 199 BLOCK OF 46TH PLACE NE,405565.628291118,135913.945243559,7,7F,6,608,Cluster 33,007803 3,007803,Precinct 98,38.8910518833,-76.9358464058,,2023/08/02 01:00:00+00,2023/08/02 13:00:00+00,699594491,
397003.560000002,138305.52,23128845,2023/08/07 16:58:54+00,DAY,OTHERS,MOTOR VEHICLE THEFT,15TH STREET NW AND R STREET NW,397003.55999517,138305.51999778,2,2B,3,301,Cluster 7,005202 3,005202,Precinct 16,38.912608548,-77.0345496458,,2023/08/05 23:30:00+00,2023/08/07 15:13:00+00,699594492,
402005.509999998,137215.510000002,23193659,2023/11/28 03:21:25+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1807 - 1899 BLOCK OF MARYLAND AVENUE NE,402005.51,137215.51,5,5D,5,507,Cluster 23,008903 2,008903,Precinct 78,38.9027921809,-76.9768791887,,2023/11/25 16:00:00+00,2023/11/27 21:30:00+00,699594496,
395818,137411,23021128,2023/02/08 17:07:30+00,DAY,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF NEW HAMPSHIRE AVENUE NW,395818,137411,2,2A,2,207,Cluster 6,010700 1,010700,Precinct 4,38.9045455632,-77.048213977,,2023/02/07 19:30:00+00,2023/02/08 16:00:00+00,699594499,
398437,144877,23068399,2023/05/02 17:56:01+00,DAY,OTHERS,ROBBERY,6700  - 6799 BLOCK OF 4TH STREET NW,398437,144877,4,4B,4,401,Cluster 17,001702 1,001702,Precinct 63,38.9718100462,-77.0180367226,,2023/05/02 16:50:00+00,2023/05/02 17:00:00+00,699594517,
399140.880000003,133903.48,23177793,2023/10/29 06:16:59+00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,O STREET SW AND CARROLLSBURG PLACE SW,399140.87999716,133903.47999369,6,6D,1,105,Cluster 9,006400 1,006400,Precinct 127,38.8729580318,-77.009900348,,2023/10/29 04:07:00+00,,699594521,
402453.990000002,136691.489999998,23197007,2023/12/03 23:57:36+00,EVENING,OTHERS,THEFT F/AUTO,2400 - 2499 BLOCK OF BENNING ROAD NE,402453.99,136691.49,7,7D,5,507,Cluster 25,007903 1,007903,Precinct 80,38.8980704839,-76.9717106948,,2023/10/05 14:00:00+00,2023/10/05 14:30:00+00,699594526,
401587.640699998,137202.711300001,23114248,2023/07/15 06:52:03+00,MIDNIGHT,OTHERS,ROBBERY,BLADENSBURG ROAD NE AND OATES STREET NE,401587.64073543,137202.71129276,5,5D,5,506,Cluster 23,008903 3,008903,Precinct 79,38.9026777397,-76.9816966843,,2023/07/15 06:05:00+00,2023/07/15 06:09:00+00,699594527,
402413.509999998,139685.780000001,23155152,2023/09/20 10:50:22+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,2700 - 2799 BLOCK OF 24TH STREET NE,402413.51,139685.78,5,5C,5,503,Cluster 22,011100 2,011100,Precinct 72,38.9250441757,-76.9721668192,,2023/09/20 01:00:00+00,2023/09/20 09:30:00+00,699594531,
403749,135661,23054545,2023/04/08 04:00:00+00,MIDNIGHT,GUN,HOMICIDE,3400 - 3499 BLOCK OF A STREET SE,403749,135661,7,7F,6,603,Cluster 32,007708 1,007708,Precinct 132,38.8887828817,-76.9567875984,,2023/04/08 16:39:00+00,2023/04/08 16:39:00+00,699594536,
397330,138792,23093968,2023/06/12 08:39:56+00,MIDNIGHT,GUN,ROBBERY,1300 - 1399 BLOCK OF U STREET NW,397330,138792,1,1B,3,305,Cluster 3,004401 2,004401,Precinct 22,38.9169919745,-77.0307876091,,2023/06/12 06:09:00+00,2023/06/12 07:29:00+00,699594537,
397228,138264,23094252,2023/06/12 18:57:44+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1618 - 1699 BLOCK OF 14TH STREET NW,397228,138264,2,2F,3,301,Cluster 7,005202 3,005202,Precinct 16,38.9122352583,-77.0319616332,,2023/06/09 17:23:00+00,2023/06/12 18:30:00+00,699594538,
399350.189999998,137708.829999998,23196864,2023/12/03 18:52:47+00,DAY,OTHERS,THEFT F/AUTO,1 - 99 BLOCK OF N STREET NE,399350.19,137708.83,6,6E,5,501,Cluster 25,010601 1,010601,Precinct 144,38.907238228,-77.0074918952,NOMA,2023/11/23 18:30:00+00,2023/11/23 19:30:00+00,699594542,
397746.0,137450.41,23197247,2023/12/04 14:01:12+00,DAY,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF 10TH STREET NW,397746,137450.41,2,2G,3,307,Cluster 8,004902 3,004902,Precinct 129,38.9049076407,-77.0259863348,,2023/12/04 13:25:00+00,2023/12/04 13:27:00+00,699594543,
406539.890000001,135603.870000001,23193665,2023/11/27 22:49:15+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1 - 99 BLOCK OF 53RD PLACE SE,406539.89,135603.87,7,7C,6,604,Cluster 33,009903 2,009903,Precinct 105,38.8882519026,-76.9246192928,,2023/11/27 22:27:00+00,2023/11/27 22:30:00+00,699594548,
397424.68,141258.25,23116587,2023/07/19 00:30:38+00,EVENING,GUN,ROBBERY,3900 - 3999 BLOCK OF 13TH STREET NW,397424.68,141258.25,4,4C,4,404,Cluster 18,002503 1,002503,Precinct 47,38.9392090053,-77.0297051135,,2023/07/18 23:06:00+00,2023/07/18 23:08:00+00,699594552,
398598,143788,23094918,2023/06/14 01:13:15+00,EVENING,OTHERS,THEFT F/AUTO,5900  - 5999 BLOCK OF 3RD STREET NW,398598,143788,4,4B,4,402,Cluster 17,001902 1,001902,Precinct 64,38.96200034,-77.0161765864,,2023/06/13 14:15:00+00,2023/06/13 14:20:00+00,699594567,
397802,139380,23097823,2023/06/18 09:54:11+00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,2300 - 2599 BLOCK OF SHERMAN AVENUE NW,397802,139380,1,1E,3,304,Cluster 2,003500 2,003500,Precinct 37,38.9222901774,-77.0253468884,,2023/06/18 08:16:00+00,2023/06/18 08:17:00+00,699594568,
401390,138400,23050898,2023/04/02 23:21:11+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1820 - 1899 BLOCK OF FENWICK STREET NE,401390,138400,5,5D,5,506,Cluster 23,008803 1,008803,Precinct 76,38.9134636645,-76.9839727869,,2023/04/02 19:00:00+00,2023/04/02 22:45:00+00,699594569,
398817.575900003,129091.059300002,23147237,2023/09/06 20:45:05+00,EVENING,OTHERS,THEFT F/AUTO,4100 - 4199 BLOCK OF 2ND STREET SW,398817.575932856,129091.059253227,8,8D,7,708,Cluster 39,009807 1,009807,Precinct 124,38.8296052843,-77.0136177745,,2023/09/05 08:30:00+00,2023/09/05 09:30:00+00,699594571,
400502.479999997,141200.5,23424646,2023/11/12 13:42:02+00,DAY,OTHERS,THEFT F/AUTO,3900 - 3999 BLOCK OF 9TH STREET NE,400502.48,141200.5,5,5B,4,405,Cluster 20,009504 1,009504,Precinct 68,38.9386924072,-76.9942041699,,2023/09/15 13:00:00+00,2023/09/15 14:00:00+00,699594572,
394694.840000004,141367.48,23425058,2023/11/25 20:01:52+00,EVENING,OTHERS,THEFT F/AUTO,3800 - 3999 BLOCK OF CONNECTICUT AVENUE NW,394694.84,141367.48,3,3C,2,203,Cluster 12,001304 2,001304,Precinct 34,38.9401807379,-77.0611933807,,2023/10/01 21:20:00+00,2023/10/04 21:20:00+00,699594573,
400078.350000001,143826.91,23115518,2023/07/17 07:38:14+00,MIDNIGHT,GUN,ROBBERY,5920 - 5999 BLOCK OF 6TH STREET NE,400078.35,143826.91,4,4B,4,406,Cluster 19,009505 1,009505,Precinct 65,38.9623519667,-76.9990959759,,2023/07/17 04:30:00+00,2023/07/17 04:40:00+00,699594579,
401701.350000001,136862.760000002,23116240,2023/07/18 14:16:25+00,DAY,OTHERS,THEFT/OTHER,1516 - 1699 BLOCK OF BENNING ROAD NE,401701.35,136862.76,5,5D,5,507,Cluster 23,008904 1,008904,Precinct 79,38.8996151246,-76.9803866148,,2023/07/18 13:46:00+00,2023/07/18 13:48:00+00,699594580,
398272.920000002,136943.120000001,23196786,2023/12/03 14:47:05+00,DAY,OTHERS,ROBBERY,800 - 899 BLOCK OF 6TH STREET NW,398272.92,136943.12,2,2C,1,101,Cluster 8,005801 2,005801,Precinct 129,38.9003389861,-77.0199102061,DOWNTOWN,2023/12/03 13:04:00+00,,699594581,
401927.939999998,131389.84,23425427,2023/12/08 22:02:46+00,EVENING,OTHERS,THEFT/OTHER,1854 - 1899 BLOCK OF TUBMAN ROAD SE,401927.94,131389.84,8,8C,7,704,Cluster 38,007404 1,007404,Precinct 117,38.8503124182,-76.9777898059,,2023/12/02 19:30:00+00,2023/12/03 15:30:00+00,699594583,
400790,134605,23087980,2023/06/03 05:10:53+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,1100 - 1199 BLOCK OF I STREET SE,400790,134605,6,6B,1,106,Cluster 26,007100 2,007100,Precinct 91,38.8792776667,-76.9908953725,CAPITOL HILL,2023/06/03 03:40:00+00,2023/06/03 04:34:00+00,699594585,
400686.604999997,135528.16,23425245,2023/12/01 02:22:31+00,EVENING,OTHERS,THEFT/OTHER,1000 - 1099 BLOCK OF INDEPENDENCE AVENUE SE,400686.60502259,135528.159995201,6,6B,1,107,Cluster 26,006700 3,006700,Precinct 88,38.887593934,-76.9920860612,,2023/11/27 17:47:00+00,2023/11/27 17:48:00+00,699594591,
401745,133378,23090641,2023/06/07 06:17:26+00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,1700 - 1799 BLOCK OF S STREET SE,401745,133378,8,8A,6,607,Cluster 34,007605 2,007605,Precinct 112,38.8682229838,-76.9798922606,,2023/06/07 03:29:00+00,2023/06/07 05:30:00+00,699594600,
398738,134292,23091556,2023/06/08 16:37:09+00,DAY,OTHERS,THEFT F/AUTO,200 - 299 BLOCK OF M STREET SW,398738,134292,6,6C,1,105,Cluster 25,010602 4,010602,Precinct 144,38.8764574889,-77.0145437796,NOMA,2023/06/08 13:00:00+00,2023/06/08 16:15:00+00,699594601,
398208.960000001,137658.190000001,23089918,2023/06/06 02:50:09+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,600 - 699 BLOCK OF EMMANUEL COURT NW,398208.96,137658.19,2,2G,3,308,Cluster 7,004802 2,004802,Precinct 18,38.9067804607,-77.0206494174,,2023/06/06 00:55:00+00,2023/06/06 02:40:00+00,699594621,
400064,139726,23015048,2023/01/28 20:38:43+00,EVENING,OTHERS,THEFT F/AUTO,500 - 599 BLOCK OF MONTANA AVENUE NE,400064,139726,5,5F,5,502,Cluster 21,009204 1,009204,Precinct 74,38.9254098023,-76.9992619328,,2023/01/27 16:01:00+00,2023/01/27 16:05:00+00,699594627,
397792.479999997,138766.34,23171168,2023/10/17 17:21:06+00,DAY,OTHERS,THEFT F/AUTO,1930 - 1999 BLOCK OF VERMONT AVENUE NW,397792.48,138766.34,1,1B,3,305,Cluster 3,004402 2,004402,Precinct 137,38.9167621041,-77.0254546979,,2023/10/14 03:30:00+00,2023/10/14 06:39:00+00,699594629,
401432.109999999,132559.140000001,23173137,2023/10/21 00:13:59+00,EVENING,GUN,ROBBERY,16TH STREET SE AND BUTLER STREET SE,401432.11001528,132559.14002445,8,8A,7,701,Cluster 28,007503 2,007503,Precinct 114,38.8608469194,-76.983499416,,2023/10/20 22:55:00+00,2023/10/20 22:55:00+00,699594630,
398731.020000003,138367.25,23144460,2023/09/02 08:41:55+00,MIDNIGHT,GUN,THEFT/OTHER,201 - 298 BLOCK OF FLORIDA AVENUE NW,398731.02,138367.25,5,5E,3,308,Cluster 21,003400 3,003400,Precinct 19,38.9131688245,-77.0146317473,,2023/09/02 03:31:00+00,2023/09/02 04:17:00+00,699594633,
398271.939999998,143290.73,23207068,2023/12/22 06:01:44+00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,5TH STREET NW AND LONGFELLOW STREET NW,398271.93999635,143290.7300184,4,4D,4,403,Cluster 18,002101 1,002101,Precinct 58,38.9575202233,-77.0199374857,,2023/12/22 04:51:00+00,2023/12/22 05:00:00+00,699594634,
401026,137243,23092784,2023/06/10 10:59:41+00,MIDNIGHT,OTHERS,THEFT F/AUTO,1200 - 1299 BLOCK OF MORSE STREET NE,401026,137243,5,5D,5,506,Cluster 23,008802 3,008802,Precinct 77,38.9030415096,-76.9881715698,,2023/06/10 00:30:00+00,2023/06/10 09:30:00+00,699594635,
404541.469999999,136535.379999999,23153741,2023/09/17 21:42:53+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,4000 - 4121 BLOCK OF MINNESOTA AVENUE NE,404541.47,136535.38,7,7F,6,602,Cluster 30,007803 1,007803,Precinct 99,38.8966558827,-76.9476475094,,2023/09/17 21:06:00+00,2023/09/17 21:26:00+00,699594636,
397115.329999998,137709.949999999,23154604,2023/09/19 14:08:06+00,DAY,OTHERS,THEFT/OTHER,1400 - 1499 BLOCK OF N STREET NW,397115.33,137709.95,2,2F,2,208,Cluster 7,005203 1,005203,Precinct 17,38.9072438239,-77.0332584101,,2023/09/12 12:30:00+00,2023/09/12 16:30:00+00,699594637,
394500.350000001,140935.82,23150194,2023/09/11 21:50:59+00,EVENING,OTHERS,THEFT F/AUTO,3000 - 3379 BLOCK OF ORDWAY STREET NW,394500.35,140935.82,3,3C,2,203,Cluster 15,000600 4,000600,Precinct 27,38.9362910224,-77.0634333022,,2023/09/11 21:46:00+00,2023/09/11 21:48:00+00,699594638,
399778.82,137532.050000001,23118757,2023/07/22 15:19:00+00,DAY,OTHERS,THEFT/OTHER,201 - 299 BLOCK OF M STREET NE,399778.82,137532.05,6,6C,5,501,Cluster 25,010602 4,010602,Precinct 144,38.9056459446,-77.0025500075,NOMA,2023/07/22 14:02:00+00,2023/07/22 14:03:00+00,699594639,
393653,139731,23054846,2023/04/09 10:04:17+00,MIDNIGHT,OTHERS,THEFT/OTHER,2700 - 2799 BLOCK OF WISCONSIN AVENUE NW,393653,139731,3,3B,2,204,Cluster 14,000702 2,000702,Precinct 11,38.9254319244,-77.0731955432,,2023/04/04 18:58:00+00,2023/04/04 19:00:00+00,699594642,
396836,140005,23028918,2023/02/22 19:14:56+00,DAY,OTHERS,THEFT/OTHER,3032 - 3099 BLOCK OF 16TH STREET NW,396836,140005,1,1A,3,302,Cluster 2,002802 3,002802,Precinct 39,38.927917428,-77.0364894836,,2023/02/22 06:10:00+00,2023/02/22 18:36:00+00,699594647,
397229,138975,23029060,2023/02/22 22:25:45+00,EVENING,OTHERS,THEFT/OTHER,2100 - 2199 BLOCK OF 14TH STREET NW,397229,138975,1,1B,3,305,Cluster 3,004401 2,004401,Precinct 22,38.918640186,-77.0319529725,,2023/02/22 21:39:00+00,2023/02/22 22:00:00+00,699594648,
400121,137998,23030752,2023/02/26 03:28:39+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1300 - 1399 BLOCK OF 4TH STREET NE,400121,137998,5,5D,5,501,Cluster 23,008803 2,008803,Precinct 76,38.9098434028,-76.9986048962,,2023/02/26 02:36:00+00,2023/02/26 03:00:00+00,699594649,
396459.649999999,138822.23,23120643,2023/07/26 15:48:34+00,DAY,OTHERS,THEFT/OTHER,1731 - 1785 BLOCK OF FLORIDA AVENUE NW,396459.65,138822.23,1,1C,3,303,Cluster 1,003801 2,003801,Precinct 24,38.9172612211,-77.0408237172,ADAMS MORGAN,2023/07/25 15:30:00+00,2023/07/25 15:35:00+00,699594653,
404402,132787,23075726,2023/05/15 19:34:55+00,EVENING,OTHERS,THEFT F/AUTO,2100 - 2199 BLOCK OF SUITLAND TERRACE SE,404402,132787,7,7B,6,606,Cluster 35,007603 1,007603,Precinct 110,38.8628897269,-76.9492792788,,2023/05/14 08:55:00+00,2023/05/14 11:01:00+00,699594654,
399411.339699998,129045.616099998,23160191,2023/09/28 20:49:24+00,EVENING,OTHERS,THEFT F/AUTO,1 - 100 BLOCK OF CHESAPEAKE STREET SE,399411.339677407,129045.616085185,8,8D,7,708,Cluster 39,009810 2,009810,Precinct 124,38.8291965087,-77.0067794608,,2023/08/24 16:00:00+00,2023/08/25 16:00:00+00,699594655,
396232,138182,23003506,2023/01/07 14:36:32+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1600 - 1622 BLOCK OF 19TH STREET NW,396232,138182,2,2B,2,208,Cluster 6,004202 1,004202,Precinct 14,38.9114928689,-77.0434452318,,2023/01/07 13:33:00+00,2023/01/07 13:53:00+00,699594656,
397497,136718,23062067,2023/04/21 17:45:14+00,DAY,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF G STREET NW,397497,136718,2,2C,2,209,Cluster 8,005802 1,005802,Precinct 129,38.8983091573,-77.0288543832,DOWNTOWN,2023/04/21 17:02:00+00,2023/04/21 17:28:00+00,699594657,
403638.939999998,135772.420000002,23006733,2023/01/14 10:20:59+00,MIDNIGHT,OTHERS,BURGLARY,2300 - 3955 BLOCK OF EAST CAPITOL STREET,403638.94,135772.42,7,7F,6,603,Cluster 32,009603 3,009603,Precinct 102,38.8897870573,-76.9580556016,,2023/01/13 13:28:00+00,2023/01/13 16:57:00+00,699594681,
399489.310000002,137775.890000001,23129257,2023/08/08 07:55:00+00,MIDNIGHT,OTHERS,THEFT F/AUTO,1300 - 1399 BLOCK OF 1ST STREET NE,399489.31,137775.89,6,6E,5,501,Cluster 25,010601 1,010601,Precinct 144,38.9078424195,-77.0058879801,NOMA,2023/08/08 07:05:00+00,2023/08/08 07:32:00+00,699594691,
402318.270000003,136926.640000001,23143519,2023/08/31 20:10:18+00,EVENING,OTHERS,THEFT/OTHER,2100 - 2399 BLOCK OF H STREET NE,402318.27,136926.64,5,5D,5,507,Cluster 23,008904 3,008904,Precinct 79,38.900189168,-76.9732744651,,2023/08/31 18:37:00+00,,699594693,
396312.020000003,137622.530000001,23190957,2023/11/22 05:36:17+00,MIDNIGHT,OTHERS,THEFT F/AUTO,1800 - 1899 BLOCK OF JEFFERSON PLACE NW,396312.02,137622.53,2,2B,2,208,Cluster 6,010700 2,010700,Precinct 17,38.9064533107,-77.0425195927,GOLDEN TRIANGLE,2023/11/13 06:00:00+00,2023/11/13 06:20:00+00,699594694,
401135,136927,23058296,2023/04/15 02:17:11+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1300 - 1399 BLOCK OF H STREET NE,401135,136927,6,6A,1,104,Cluster 25,008410 1,008410,Precinct 82,38.9001947352,-76.9869154654,,2023/04/15 01:20:00+00,2023/04/15 01:25:00+00,699594701,
398374,135121,23064599,2023/04/26 12:40:13+00,DAY,OTHERS,MOTOR VEHICLE THEFT,400 - 599 BLOCK OF SCHOOL STREET SW,398374,135121,6,6D,1,103,Cluster 9,010202 4,010202,Precinct 142,38.8839248462,-77.0187406185,SOUTHWEST,2023/04/26 10:04:00+00,,699594705,
396055.229999997,139384.649999999,23195414,2023/12/01 01:46:03+00,EVENING,OTHERS,THEFT/OTHER,1850 - 1947 BLOCK OF BILTMORE STREET NW,396055.23,139384.65,1,1C,3,303,Cluster 1,004001 1,004001,Precinct 25,38.9223259609,-77.0454903085,,2023/11/30 18:52:00+00,2023/11/30 22:45:00+00,699594718,
394895.399999999,140924.899999999,23145291,2023/09/03 18:08:10+00,DAY,OTHERS,THEFT/OTHER,3500 - 3599 BLOCK OF CONNECTICUT AVENUE NW,394895.4,140924.9,3,3C,2,203,Cluster 15,001304 1,001304,Precinct 34,38.9361950358,-77.0588766912,,2023/09/03 15:46:00+00,2023/09/03 16:49:00+00,699594719,
397843,140228,23083665,2023/05/27 09:56:37+00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,700 - 999 BLOCK OF KENYON STREET NW,397843,140228,1,1E,4,409,Cluster 2,003100 2,003100,Precinct 38,38.9299293302,-77.0248767496,,2023/05/27 08:30:00+00,2023/05/27 08:38:00+00,699594720,
402985.659999996,131495.550000001,23129767,2023/08/09 03:08:39+00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,3029 - 3299 BLOCK OF BUENA VISTA TERRACE SE,402985.66,131495.55,8,8B,7,702,Cluster 36,007408 1,007408,Precinct 115,38.8512617456,-76.9656042352,,2023/08/09 00:45:00+00,2023/08/09 02:00:00+00,699594722,
397162,141435,23067028,2023/04/30 17:06:37+00,DAY,OTHERS,THEFT F/AUTO,14TH STREET NW AND TAYLOR STREET NW,397162,141435,4,4C,4,404,Cluster 18,002504 2,002504,Precinct 47,38.9408004115,-77.0327357355,,2023/04/30 04:30:00+00,2023/04/30 15:51:00+00,699594723,
404978.670000002,135951.68,23146005,2023/09/04 22:23:01+00,EVENING,OTHERS,ASSAULT W/DANGEROUS WEAPON,2 - 199 BLOCK OF 42ND STREET NE,404978.67,135951.68,7,7F,6,603,Cluster 32,009603 1,009603,Precinct 102,38.8913953319,-76.9426118508,,2023/09/04 20:56:00+00,2023/09/04 22:05:00+00,699594725,
397228,137120,23063629,2023/04/24 17:07:12+00,DAY,OTHERS,BURGLARY,900 - 999 BLOCK OF 14TH STREET NW,397228,137120,2,2C,2,207,Cluster 8,010100 3,010100,Precinct 129,38.9019297101,-77.0319570157,DOWNTOWN,2023/04/22 11:31:00+00,2023/04/22 11:53:00+00,699594726,
401078,137051,23064526,2023/04/26 06:57:54+00,MIDNIGHT,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF I STREET NE,401078,137051,6,6A,1,104,Cluster 25,008410 1,008410,Precinct 82,38.9013118433,-76.9875723795,,2023/04/14 11:09:00+00,2023/04/15 07:30:00+00,699594727,
398905.18,143187.079999998,23184903,2023/11/10 22:37:02+00,EVENING,OTHERS,THEFT/OTHER,100 - 199 BLOCK OF KENNEDY STREET NW,398905.18,143187.08,4,4B,4,406,Cluster 17,002102 3,002102,Precinct 57,38.9565875344,-77.0126313162,,2023/11/10 21:47:00+00,2023/11/10 22:25:00+00,699594738,
395288.009999998,139501.969999999,23209606,2023/12/27 19:39:34+00,DAY,OTHERS,THEFT/OTHER,2400 - 2798 BLOCK OF CALVERT STREET NW,395288.01,139501.97,3,3C,2,204,Cluster 15,000501 3,000501,Precinct 26,38.923379038,-77.0543385414,,2023/09/14 19:47:00+00,2023/09/14 23:23:00+00,699594741,
396659.119999997,140614.620000001,23195671,2023/12/01 17:30:17+00,DAY,OTHERS,THEFT F/AUTO,1659 - 1699 BLOCK OF MONROE STREET NW,396659.12,140614.62,1,1D,3,302,Cluster 2,002703 2,002703,Precinct 40,38.9334084173,-77.0385323561,,2023/12/01 15:00:00+00,2023/12/01 15:30:00+00,699594744,
397063.060000002,139725.800000001,23119075,2023/07/22 04:00:00+00,MIDNIGHT,GUN,HOMICIDE,1400 - 1499 BLOCK OF GIRARD STREET NW,397063.06,139725.8,1,1A,3,304,Cluster 2,003702 2,003702,Precinct 36,38.925403095,-77.0338696729,,2023/07/23 01:49:00+00,2023/07/24 01:49:00+00,699594753,
397063.060000002,139725.800000001,23119075,2023/07/22 04:00:00+00,MIDNIGHT,GUN,HOMICIDE,1400 - 1499 BLOCK OF GIRARD STREET NW,397063.06,139725.8,1,1A,3,304,Cluster 2,003702 2,003702,Precinct 36,38.925403095,-77.0338696729,,2023/07/23 01:49:00+00,2023/07/24 01:49:00+00,699594754,
398303.140000001,135223.469999999,23189065,2023/11/18 18:03:49+00,DAY,OTHERS,THEFT F/AUTO,476 - 599 BLOCK OF D STREET SW,398303.14,135223.47,6,6D,1,103,Cluster 9,010202 4,010202,Precinct 142,38.8848478013,-77.0195575752,SOUTHWEST,2023/11/13 10:45:00+00,2023/11/13 19:00:00+00,699594755,
396266,139088,23420188,2023/01/10 16:03:03+00,DAY,OTHERS,THEFT/OTHER,1800 - 1881 BLOCK OF KALORAMA ROAD NW,396266,139088,1,1C,3,303,Cluster 1,004002 1,004002,Precinct 25,38.9196545628,-77.0430581373,,2022/12/26 12:45:00+00,2022/12/26 12:45:00+00,699594759,
